         Datum/Zeit;Psychro T;Psychro Tf;Pyranometer CM3;Temperatur; Feuchte;   Regen;Wind (m/s);   Druck;Windmax (m/s)
11.12.2007 18:38:00;    5.25;    4.63;    0.00;    5.43;   1.000;       0;    1.79; 1020.35;    2.27
11.12.2007 18:39:00;    5.24;    4.62;    0.00;    5.43;   0.999;       0;    2.44; 1020.37;    3.14
11.12.2007 18:40:00;    5.24;    4.62;    0.00;    5.43;   0.999;       0;    1.94; 1020.39;    2.43
11.12.2007 18:41:00;    5.23;    4.62;    0.00;    5.43;   0.999;       0;    2.21; 1020.42;    2.97
11.12.2007 18:42:00;    5.23;    4.61;    0.00;    5.43;   0.999;       0;    1.78; 1020.43;    2.89
11.12.2007 18:43:00;    5.24;    4.61;    0.00;    5.43;   0.999;       0;    1.80; 1020.46;    2.64
11.12.2007 18:44:00;    5.23;    4.62;    0.00;    5.43;   0.999;       0;    2.00; 1020.48;    2.51
11.12.2007 18:45:00;    5.24;    4.62;    0.00;    5.43;   0.999;       0;    1.83; 1020.50;    2.17
11.12.2007 18:46:00;    5.22;    4.61;    0.00;    5.43;   0.999;       0;    2.11; 1020.49;    2.37
11.12.2007 18:47:00;    5.20;    4.59;    0.00;    5.42;   0.999;       0;    1.61; 1020.51;    2.01
11.12.2007 18:48:00;    5.22;    4.60;    0.00;    5.42;   0.999;       0;    1.97; 1020.52;    2.17
11.12.2007 18:49:00;    5.23;    4.61;    0.00;    5.42;   0.999;       0;    1.66; 1020.53;    2.20
11.12.2007 18:50:00;    5.21;    4.60;    0.00;    5.42;   0.999;       0;    1.74; 1020.55;    2.20
11.12.2007 18:51:00;    5.23;    4.61;    0.00;    5.42;   0.998;       0;    1.92; 1020.55;    2.66
11.12.2007 18:52:00;    5.22;    4.60;    0.00;    5.42;   0.998;       0;    2.21; 1020.57;    2.71
11.12.2007 18:53:00;    5.19;    4.58;    0.00;    5.41;   0.998;       0;    1.64; 1020.58;    2.50
11.12.2007 18:54:00;    5.21;    4.58;    0.00;    5.41;   0.998;       0;    1.93; 1020.61;    2.71
11.12.2007 18:55:00;    5.19;    4.58;    0.00;    5.40;   0.998;       0;    1.53; 1020.62;    2.25
11.12.2007 18:56:00;    5.20;    4.59;    0.00;    5.41;   0.998;       0;    2.09; 1020.64;    3.21
11.12.2007 18:57:00;    5.18;    4.57;    0.00;    5.40;   0.998;       0;    2.50; 1020.66;    2.96
11.12.2007 18:58:00;    5.18;    4.57;    0.00;    5.39;   0.998;       0;    2.52; 1020.67;    3.66
11.12.2007 18:59:00;    5.19;    4.56;    0.00;    5.39;   0.998;       0;    3.20; 1020.68;    3.65
11.12.2007 19:00:00;    5.19;    4.56;    0.00;    5.38;   0.998;       0;    3.20; 1020.69;    4.18
11.12.2007 19:01:00;    5.18;    4.56;    0.00;    5.38;   0.998;       0;    2.08; 1020.70;    2.91
11.12.2007 19:02:00;    5.21;    4.57;    0.00;    5.38;   0.998;       0;    1.92; 1020.71;    2.65
11.12.2007 19:03:00;    5.18;    4.57;    0.00;    5.38;   0.998;       0;    3.24; 1020.71;    4.46
11.12.2007 19:04:00;    5.19;    4.56;    0.00;    5.38;   0.998;       0;    2.32; 1020.72;    3.48
11.12.2007 19:05:00;    5.17;    4.56;    0.00;    5.38;   0.998;       0;    1.93; 1020.72;    2.86
11.12.2007 19:06:00;    5.16;    4.55;    0.00;    5.38;   0.998;       0;    2.57; 1020.72;    4.41
11.12.2007 19:07:00;    5.19;    4.56;    0.00;    5.37;   0.997;       0;    2.99; 1020.72;    4.41
11.12.2007 19:08:00;    5.19;    4.57;    0.00;    5.38;   0.997;       0;    2.05; 1020.74;    2.63
11.12.2007 19:09:00;    5.17;    4.56;    0.00;    5.38;   0.997;       0;    2.09; 1020.76;    2.61
11.12.2007 19:10:00;    5.17;    4.55;    0.00;    5.38;   0.997;       0;    2.13; 1020.78;    2.61
11.12.2007 19:11:00;    5.16;    4.55;    0.00;    5.37;   0.997;       0;    2.85; 1020.81;    4.29
11.12.2007 19:12:00;    5.16;    4.54;    0.00;    5.36;   0.997;       0;    2.14; 1020.83;    3.45
11.12.2007 19:13:00;    5.16;    4.54;    0.00;    5.36;   0.997;       0;    3.06; 1020.85;    3.96
11.12.2007 19:14:00;    5.15;    4.53;    0.00;    5.36;   0.997;       0;    2.51; 1020.87;    2.91
11.12.2007 19:15:00;    5.15;    4.53;    0.00;    5.35;   0.997;       0;    2.98; 1020.88;    4.13
11.12.2007 19:16:00;    5.14;    4.52;    0.00;    5.35;   0.997;       0;    2.57; 1020.90;    3.25
11.12.2007 19:17:00;    5.13;    4.51;    0.00;    5.34;   0.997;       0;    2.59; 1020.91;    3.50
11.12.2007 19:18:00;    5.12;    4.50;    0.00;    5.33;   0.997;       0;    2.61; 1020.92;    3.48
11.12.2007 19:19:00;    5.14;    4.51;    0.00;    5.33;   0.997;       0;    2.21; 1020.92;    3.02
11.12.2007 19:20:00;    5.13;    4.50;   -0.01;    5.33;   0.997;       0;    2.53; 1020.93;    2.87
11.12.2007 19:21:00;    5.12;    4.49;   -0.01;    5.32;   0.996;       0;    2.63; 1020.95;    3.37
11.12.2007 19:22:00;    5.11;    4.47;   -0.01;    5.31;   0.996;       0;    2.26; 1020.96;    3.00
11.12.2007 19:23:00;    5.08;    4.46;   -0.01;    5.30;   0.996;       0;    1.70; 1020.96;    2.49
11.12.2007 19:24:00;    5.08;    4.44;   -0.01;    5.28;   0.996;       0;    2.04; 1020.97;    2.52
11.12.2007 19:25:00;    5.08;    4.44;   -0.01;    5.28;   0.996;       0;    2.29; 1021.00;    3.30
11.12.2007 19:26:00;    5.07;    4.44;   -0.01;    5.27;   0.996;       0;    2.68; 1021.02;    2.97
11.12.2007 19:27:00;    5.07;    4.43;   -0.01;    5.26;   0.996;       0;    3.07; 1021.04;    3.84
11.12.2007 19:28:00;    5.02;    4.38;   -0.01;    5.24;   0.995;       0;    3.00; 1021.05;    3.62
11.12.2007 19:29:00;    5.01;    4.36;   -0.01;    5.22;   0.995;       0;    2.39; 1021.06;    4.47
11.12.2007 19:30:00;    5.00;    4.35;   -0.01;    5.20;   0.995;       0;    2.68; 1021.07;    3.62
11.12.2007 19:31:00;    4.98;    4.32;   -0.01;    5.18;   0.995;       0;    3.22; 1021.09;    4.40
11.12.2007 19:32:00;    4.97;    4.30;   -0.01;    5.16;   0.995;       0;    2.81; 1021.10;    3.77
11.12.2007 19:33:00;    4.96;    4.29;   -0.01;    5.15;   0.994;       0;    2.74; 1021.13;    3.36
11.12.2007 19:34:00;    4.95;    4.28;   -0.01;    5.14;   0.994;       0;    2.15; 1021.15;    3.52
11.12.2007 19:35:00;    4.93;    4.26;   -0.01;    5.13;   0.994;       0;    3.13; 1021.18;    4.10
11.12.2007 19:36:00;    4.93;    4.25;   -0.01;    5.11;   0.994;       0;    2.24; 1021.21;    2.72
11.12.2007 19:37:00;    4.91;    4.23;   -0.01;    5.10;   0.994;       0;    2.43; 1021.23;    3.17
11.12.2007 19:38:00;    4.89;    4.22;   -0.01;    5.09;   0.993;       0;    2.61; 1021.26;    3.10
11.12.2007 19:39:00;    4.88;    4.20;   -0.01;    5.07;   0.993;       0;    2.58; 1021.26;    3.54
11.12.2007 19:40:00;    4.89;    4.20;   -0.01;    5.07;   0.993;       0;    2.27; 1021.27;    3.09
11.12.2007 19:41:00;    4.88;    4.19;   -0.01;    5.06;   0.992;       0;    2.75; 1021.28;    3.22
11.12.2007 19:42:00;    4.90;    4.20;   -0.01;    5.06;   0.992;       0;    2.89; 1021.30;    3.32
11.12.2007 19:43:00;    4.91;    4.20;   -0.01;    5.06;   0.992;       0;    2.48; 1021.31;    2.91
11.12.2007 19:44:00;    4.91;    4.20;   -0.01;    5.06;   0.992;       0;    2.10; 1021.32;    2.75
11.12.2007 19:45:00;    4.86;    4.16;   -0.01;    5.05;   0.992;       0;    3.01; 1021.33;    4.37
11.12.2007 19:46:00;    4.92;    4.18;   -0.01;    5.05;   0.991;       0;    1.64; 1021.34;    3.08
11.12.2007 19:47:00;    4.90;    4.17;   -0.01;    5.05;   0.991;       0;    2.22; 1021.34;    3.56
11.12.2007 19:48:00;    4.90;    4.15;   -0.01;    5.04;   0.990;       0;    2.89; 1021.35;    3.57
11.12.2007 19:49:00;    4.88;    4.12;   -0.01;    5.02;   0.990;       0;    1.47; 1021.36;    2.37
11.12.2007 19:50:00;    4.86;    4.10;   -0.01;    5.01;   0.990;       0;    1.77; 1021.38;    2.30
11.12.2007 19:51:00;    4.89;    4.11;   -0.01;    5.01;   0.989;       0;    2.20; 1021.39;    2.56
11.12.2007 19:52:00;    4.86;    4.10;   -0.01;    5.00;   0.989;       0;    1.46; 1021.42;    1.86
11.12.2007 19:53:00;    4.85;    4.08;   -0.01;    4.99;   0.988;       0;    2.70; 1021.42;    3.70
11.12.2007 19:54:00;    4.91;    4.11;   -0.01;    5.00;   0.988;       0;    2.36; 1021.45;    3.06
11.12.2007 19:55:00;    4.85;    4.08;   -0.01;    4.99;   0.987;       0;    2.48; 1021.46;    2.98
11.12.2007 19:56:00;    4.86;    4.08;   -0.01;    4.99;   0.987;       0;    2.17; 1021.49;    2.51
11.12.2007 19:57:00;    4.84;    4.07;   -0.01;    4.99;   0.986;       0;    2.17; 1021.52;    2.68
11.12.2007 19:58:00;    4.85;    4.08;   -0.01;    4.99;   0.986;       0;    1.60; 1021.54;    2.34
11.12.2007 19:59:00;    4.86;    4.08;   -0.01;    5.00;   0.986;       0;    1.94; 1021.57;    2.61
11.12.2007 20:00:00;    4.91;    4.12;   -0.01;    5.01;   0.986;       0;    1.64; 1021.58;    2.04
11.12.2007 20:01:00;    4.95;    4.15;   -0.01;    5.03;   0.985;       0;    2.41; 1021.58;    3.13
11.12.2007 20:02:00;    4.95;    4.14;   -0.01;    5.04;   0.985;       0;    3.49; 1021.57;    4.67
11.12.2007 20:03:00;    4.96;    4.13;   -0.01;    5.04;   0.984;       0;    3.30; 1021.59;    4.67
11.12.2007 20:04:00;    4.98;    4.14;   -0.01;    5.06;   0.984;       0;    3.19; 1021.59;    4.87
11.12.2007 20:05:00;    4.97;    4.13;   -0.01;    5.06;   0.983;       0;    4.04; 1021.59;    4.74
11.12.2007 20:06:00;    4.91;    4.06;    0.00;    5.03;   0.982;       0;    4.17; 1021.60;    4.97
11.12.2007 20:07:00;    4.92;    4.03;    0.00;    5.01;   0.981;       0;    4.32; 1021.62;    5.21
11.12.2007 20:08:00;    4.95;    4.03;    0.00;    5.01;   0.980;       0;    4.62; 1021.62;    5.54
11.12.2007 20:09:00;    4.98;    4.04;    0.00;    5.02;   0.978;       0;    3.59; 1021.65;    5.01
11.12.2007 20:10:00;    4.96;    4.03;    0.00;    5.03;   0.977;       0;    3.15; 1021.67;    3.84
11.12.2007 20:11:00;    4.97;    4.04;    0.00;    5.04;   0.976;       0;    3.08; 1021.69;    3.89
11.12.2007 20:12:00;    4.97;    4.01;    0.00;    5.04;   0.974;       0;    4.17; 1021.68;    4.99
11.12.2007 20:13:00;    4.96;    4.00;    0.00;    5.04;   0.973;       0;    3.71; 1021.71;    4.58
11.12.2007 20:14:00;    4.96;    4.00;    0.00;    5.05;   0.971;       0;    3.52; 1021.73;    4.77
11.12.2007 20:15:00;    4.94;    4.00;    0.00;    5.05;   0.970;       0;    2.74; 1021.75;    3.36
11.12.2007 20:16:00;    4.93;    3.99;    0.00;    5.06;   0.969;       0;    2.17; 1021.77;    2.93
11.12.2007 20:17:00;    4.93;    3.98;    0.00;    5.05;   0.967;       0;    2.58; 1021.79;    3.09
11.12.2007 20:18:00;    4.93;    3.98;   -0.01;    5.05;   0.966;       0;    2.34; 1021.81;    3.08
11.12.2007 20:19:00;    4.91;    3.97;   -0.01;    5.05;   0.965;       0;    3.17; 1021.82;    4.05
11.12.2007 20:20:00;    4.84;    3.93;   -0.01;    5.03;   0.964;       0;    2.04; 1021.82;    2.58
11.12.2007 20:21:00;    4.86;    3.94;   -0.01;    5.03;   0.962;       0;    1.89; 1021.83;    2.32
11.12.2007 20:22:00;    4.86;    3.95;   -0.01;    5.03;   0.962;       0;    2.41; 1021.84;    2.87
11.12.2007 20:23:00;    4.85;    3.94;   -0.01;    5.03;   0.961;       0;    2.39; 1021.86;    3.07
11.12.2007 20:24:00;    4.79;    3.91;   -0.01;    5.01;   0.960;       0;    2.93; 1021.87;    3.85
11.12.2007 20:25:00;    4.81;    3.91;   -0.01;    5.00;   0.959;       0;    2.60; 1021.88;    3.85
11.12.2007 20:26:00;    4.79;    3.90;   -0.01;    4.99;   0.958;       0;    2.18; 1021.90;    3.14
11.12.2007 20:27:00;    4.84;    3.92;   -0.01;    5.00;   0.958;       0;    2.77; 1021.91;    3.14
11.12.2007 20:28:00;    4.78;    3.90;   -0.01;    4.99;   0.957;       0;    3.18; 1021.93;    4.09
11.12.2007 20:29:00;    4.74;    3.86;   -0.01;    4.97;   0.956;       0;    3.03; 1021.93;    3.87
11.12.2007 20:30:00;    4.78;    3.87;   -0.01;    4.97;   0.956;       0;    3.08; 1021.96;    3.87
11.12.2007 20:31:00;    4.75;    3.87;   -0.02;    4.97;   0.955;       0;    2.46; 1021.97;    2.94
11.12.2007 20:32:00;    4.78;    3.88;   -0.01;    4.98;   0.955;       0;    3.04; 1022.00;    3.90
11.12.2007 20:33:00;    4.80;    3.89;   -0.02;    4.98;   0.954;       0;    3.62; 1022.03;    4.34
11.12.2007 20:34:00;    4.80;    3.91;   -0.02;    5.00;   0.954;       0;    3.03; 1022.04;    4.09
11.12.2007 20:35:00;    4.80;    3.91;   -0.02;    5.00;   0.953;       0;    3.09; 1022.06;    3.47
11.12.2007 20:36:00;    4.80;    3.92;   -0.01;    5.01;   0.953;       0;    2.30; 1022.08;    3.05
11.12.2007 20:37:00;    4.75;    3.90;   -0.01;    5.01;   0.952;       0;    2.12; 1022.09;    2.55
11.12.2007 20:38:00;    4.79;    3.92;   -0.01;    5.01;   0.952;       0;    2.48; 1022.08;    3.28
11.12.2007 20:39:00;    4.76;    3.92;   -0.01;    5.01;   0.952;       0;    2.29; 1022.10;    3.15
11.12.2007 20:40:00;    4.73;    3.90;   -0.01;    5.00;   0.952;       0;    2.47; 1022.11;    3.43
11.12.2007 20:41:00;    4.77;    3.93;   -0.01;    5.01;   0.952;       0;    1.93; 1022.12;    2.51
11.12.2007 20:42:00;    4.75;    3.93;   -0.01;    5.02;   0.952;       0;    1.53; 1022.13;    2.00
11.12.2007 20:43:00;    4.76;    3.94;   -0.01;    5.01;   0.952;       0;    1.61; 1022.14;    2.34
11.12.2007 20:44:00;    4.74;    3.94;   -0.01;    5.02;   0.952;       0;    2.23; 1022.15;    3.68
11.12.2007 20:45:00;    4.74;    3.94;   -0.01;    5.02;   0.952;       0;    1.87; 1022.15;    2.43
11.12.2007 20:46:00;    4.73;    3.94;   -0.01;    5.02;   0.952;       0;    2.25; 1022.16;    2.53
11.12.2007 20:47:00;    4.77;    3.97;   -0.01;    5.02;   0.952;       0;    2.08; 1022.17;    2.46
11.12.2007 20:48:00;    4.78;    3.99;   -0.01;    5.03;   0.953;       0;    2.42; 1022.19;    3.58
11.12.2007 20:49:00;    4.78;    3.99;   -0.01;    5.04;   0.953;       0;    2.17; 1022.21;    2.47
11.12.2007 20:50:00;    4.76;    3.99;   -0.01;    5.03;   0.953;       0;    2.08; 1022.22;    2.68
11.12.2007 20:51:00;    4.79;    4.01;   -0.01;    5.04;   0.954;       0;    2.62; 1022.23;    3.32
11.12.2007 20:52:00;    4.78;    4.01;   -0.01;    5.05;   0.954;       0;    2.41; 1022.25;    3.13
11.12.2007 20:53:00;    4.75;    4.00;   -0.01;    5.04;   0.954;       0;    2.04; 1022.26;    2.42
11.12.2007 20:54:00;    4.73;    3.99;   -0.01;    5.03;   0.954;       0;    2.27; 1022.27;    2.75
11.12.2007 20:55:00;    4.74;    3.99;   -0.01;    5.03;   0.955;       0;    1.79; 1022.27;    2.75
11.12.2007 20:56:00;    4.75;    4.00;   -0.01;    5.03;   0.955;       0;    1.62; 1022.29;    2.27
11.12.2007 20:57:00;    4.71;    3.99;   -0.01;    5.02;   0.955;       0;    2.51; 1022.29;    3.29
11.12.2007 20:58:00;    4.73;    3.99;   -0.01;    5.02;   0.955;       0;    1.85; 1022.32;    2.94
11.12.2007 20:59:00;    4.75;    4.01;   -0.01;    5.03;   0.956;       0;    2.27; 1022.33;    2.74
11.12.2007 21:00:00;    4.73;    4.01;   -0.01;    5.02;   0.956;       0;    1.83; 1022.35;    2.38
11.12.2007 21:01:00;    4.71;    3.99;   -0.01;    5.02;   0.956;       0;    1.86; 1022.36;    2.95
11.12.2007 21:02:00;    4.70;    3.98;   -0.01;    5.00;   0.957;       0;    1.53; 1022.38;    1.88
11.12.2007 21:03:00;    4.69;    3.98;   -0.01;    5.00;   0.957;       0;    1.84; 1022.39;    2.56
11.12.2007 21:04:00;    4.66;    3.97;    0.00;    4.99;   0.957;       0;    1.81; 1022.40;    2.49
11.12.2007 21:05:00;    4.66;    3.97;    0.00;    4.99;   0.958;       0;    2.46; 1022.41;    3.19
11.12.2007 21:06:00;    4.66;    3.97;    0.00;    4.97;   0.958;       0;    2.17; 1022.40;    2.75
11.12.2007 21:07:00;    4.68;    3.98;    0.00;    4.98;   0.959;       0;    1.96; 1022.41;    2.69
11.12.2007 21:08:00;    4.67;    3.98;    0.00;    4.97;   0.959;       0;    1.76; 1022.42;    3.53
11.12.2007 21:09:00;    4.67;    3.98;    0.00;    4.97;   0.959;       0;    2.95; 1022.43;    3.78
11.12.2007 21:10:00;    4.68;    3.98;    0.00;    4.97;   0.960;       0;    2.38; 1022.43;    3.06
11.12.2007 21:11:00;    4.67;    3.98;    0.00;    4.97;   0.960;       0;    2.28; 1022.43;    2.79
11.12.2007 21:12:00;    4.68;    3.98;    0.00;    4.97;   0.960;       0;    2.45; 1022.44;    3.30
11.12.2007 21:13:00;    4.69;    3.99;    0.00;    4.97;   0.961;       0;    2.26; 1022.46;    3.00
11.12.2007 21:14:00;    4.69;    4.00;    0.00;    4.98;   0.961;       0;    1.94; 1022.47;    2.93
11.12.2007 21:15:00;    4.68;    3.99;    0.00;    4.98;   0.961;       0;    1.43; 1022.47;    2.06
11.12.2007 21:16:00;    4.67;    3.99;    0.00;    4.97;   0.962;       0;    2.38; 1022.48;    3.20
11.12.2007 21:17:00;    4.70;    4.00;    0.00;    4.98;   0.962;       0;    2.06; 1022.50;    2.81
11.12.2007 21:18:00;    4.69;    4.00;    0.00;    4.98;   0.962;       0;    2.77; 1022.52;    3.28
11.12.2007 21:19:00;    4.69;    3.99;    0.00;    4.97;   0.962;       0;    2.54; 1022.55;    3.45
11.12.2007 21:20:00;    4.72;    4.01;    0.00;    4.98;   0.962;       0;    2.41; 1022.57;    3.33
11.12.2007 21:21:00;    4.73;    4.01;    0.00;    4.99;   0.962;       0;    2.46; 1022.58;    3.07
11.12.2007 21:22:00;    4.74;    4.03;    0.00;    4.99;   0.963;       0;    2.47; 1022.57;    3.29
11.12.2007 21:23:00;    4.72;    4.02;    0.00;    5.00;   0.963;       0;    2.19; 1022.58;    2.94
11.12.2007 21:24:00;    4.74;    4.02;    0.00;    5.00;   0.963;       0;    2.59; 1022.58;    4.22
11.12.2007 21:25:00;    4.75;    4.03;    0.00;    5.01;   0.963;       0;    2.00; 1022.58;    2.77
11.12.2007 21:26:00;    4.76;    4.03;    0.00;    5.01;   0.963;       0;    2.35; 1022.59;    2.92
11.12.2007 21:27:00;    4.77;    4.05;    0.00;    5.02;   0.963;       0;    2.06; 1022.61;    2.55
11.12.2007 21:28:00;    4.77;    4.05;    0.00;    5.03;   0.963;       0;    2.09; 1022.63;    2.95
11.12.2007 21:29:00;    4.77;    4.04;    0.00;    5.03;   0.962;       0;    2.32; 1022.65;    2.90
11.12.2007 21:30:00;    4.79;    4.06;    0.00;    5.04;   0.963;       0;    2.39; 1022.68;    3.19
11.12.2007 21:31:00;    4.79;    4.05;    0.00;    5.04;   0.962;       0;    3.24; 1022.69;    4.45
11.12.2007 21:32:00;    4.82;    4.06;    0.00;    5.05;   0.962;       0;    3.11; 1022.71;    4.45
11.12.2007 21:33:00;    4.80;    4.06;    0.00;    5.05;   0.962;       0;    2.93; 1022.74;    4.26
11.12.2007 21:34:00;    4.80;    4.04;    0.00;    5.05;   0.962;       0;    3.70; 1022.75;    4.53
11.12.2007 21:35:00;    4.81;    4.04;    0.00;    5.05;   0.961;       0;    2.63; 1022.76;    3.83
11.12.2007 21:36:00;    4.81;    4.03;    0.00;    5.05;   0.961;       0;    2.71; 1022.78;    3.78
11.12.2007 21:37:00;    4.83;    4.04;    0.00;    5.05;   0.960;       0;    2.57; 1022.78;    3.81
11.12.2007 21:38:00;    4.85;    4.07;    0.00;    5.07;   0.960;       0;    1.66; 1022.80;    2.53
11.12.2007 21:39:00;    4.83;    4.06;    0.00;    5.08;   0.960;       0;    2.09; 1022.82;    2.97
11.12.2007 21:40:00;    4.82;    4.05;    0.00;    5.08;   0.960;       0;    2.68; 1022.83;    3.17
11.12.2007 21:41:00;    4.82;    4.04;    0.00;    5.08;   0.959;       0;    2.76; 1022.86;    3.17
11.12.2007 21:42:00;    4.82;    4.05;    0.00;    5.08;   0.959;       0;    2.50; 1022.88;    3.94
11.12.2007 21:43:00;    4.82;    4.04;    0.00;    5.08;   0.959;       0;    2.19; 1022.89;    3.56
11.12.2007 21:44:00;    4.83;    4.05;    0.00;    5.08;   0.958;       0;    2.09; 1022.90;    2.91
11.12.2007 21:45:00;    4.83;    4.04;    0.00;    5.08;   0.958;       0;    2.20; 1022.90;    2.92
11.12.2007 21:46:00;    4.84;    4.04;    0.00;    5.08;   0.958;       0;    2.49; 1022.92;    3.04
11.12.2007 21:47:00;    4.85;    4.05;    0.00;    5.09;   0.957;       0;    2.05; 1022.92;    2.35
11.12.2007 21:48:00;    4.84;    4.04;    0.00;    5.09;   0.957;       0;    1.99; 1022.94;    2.79
11.12.2007 21:49:00;    4.83;    4.03;    0.00;    5.08;   0.956;       0;    3.08; 1022.95;    4.02
11.12.2007 21:50:00;    4.82;    4.00;    0.00;    5.07;   0.956;       0;    2.49; 1022.95;    3.57
11.12.2007 21:51:00;    4.82;    3.99;    0.00;    5.06;   0.955;       0;    2.25; 1022.99;    2.80
11.12.2007 21:52:00;    4.81;    3.98;    0.00;    5.06;   0.955;       0;    2.48; 1023.01;    3.41
11.12.2007 21:53:00;    4.78;    3.95;    0.00;    5.04;   0.954;       0;    3.24; 1023.02;    4.61
11.12.2007 21:54:00;    4.76;    3.88;    0.00;    5.00;   0.952;       0;    3.32; 1023.03;    4.17
11.12.2007 21:55:00;    4.77;    3.85;    0.00;    4.98;   0.951;       0;    3.03; 1023.05;    4.47
11.12.2007 21:56:00;    4.74;    3.79;    0.00;    4.96;   0.949;       0;    4.40; 1023.06;    6.08
11.12.2007 21:57:00;    4.75;    3.75;    0.00;    4.93;   0.947;       0;    4.75; 1023.07;    6.59
11.12.2007 21:58:00;    4.79;    3.73;    0.00;    4.92;   0.944;       0;    4.06; 1023.07;    5.75
11.12.2007 21:59:00;    4.82;    3.75;    0.00;    4.95;   0.942;       0;    3.53; 1023.10;    4.91
11.12.2007 22:00:00;    4.84;    3.77;    0.00;    4.97;   0.940;       0;    3.99; 1023.10;    4.75
11.12.2007 22:01:00;    4.83;    3.75;    0.00;    4.99;   0.937;       0;    3.49; 1023.13;    4.25
11.12.2007 22:02:00;    4.85;    3.77;    0.00;    5.00;   0.935;       0;    3.47; 1023.16;    4.17
11.12.2007 22:03:00;    4.83;    3.76;    0.00;    5.02;   0.933;       0;    4.13; 1023.17;    5.72
11.12.2007 22:04:00;    4.81;    3.70;    0.00;    5.00;   0.930;       0;    4.06; 1023.19;    5.27
11.12.2007 22:05:00;    4.83;    3.67;    0.00;    4.99;   0.927;       0;    3.63; 1023.21;    4.73
11.12.2007 22:06:00;    4.83;    3.67;    0.00;    5.00;   0.924;       0;    3.28; 1023.23;    4.39
11.12.2007 22:07:00;    4.85;    3.68;    0.00;    5.02;   0.922;       0;    3.50; 1023.23;    4.94
11.12.2007 22:08:00;    4.83;    3.69;    0.00;    5.03;   0.920;       0;    2.67; 1023.25;    3.60
11.12.2007 22:09:00;    4.83;    3.69;    0.00;    5.04;   0.918;       0;    2.13; 1023.25;    2.63
11.12.2007 22:10:00;    4.83;    3.68;    0.00;    5.04;   0.917;       0;    2.89; 1023.25;    3.77
11.12.2007 22:11:00;    4.85;    3.69;    0.00;    5.05;   0.915;       0;    2.73; 1023.25;    3.22
11.12.2007 22:12:00;    4.85;    3.71;    0.00;    5.07;   0.914;       0;    2.75; 1023.25;    3.43
11.12.2007 22:13:00;    4.83;    3.70;    0.00;    5.07;   0.913;       0;    2.54; 1023.25;    3.85
11.12.2007 22:14:00;    4.82;    3.68;    0.00;    5.06;   0.912;       0;    2.50; 1023.24;    3.40
11.12.2007 22:15:00;    4.83;    3.68;    0.00;    5.07;   0.911;       0;    2.94; 1023.25;    3.90
11.12.2007 22:16:00;    4.79;    3.65;    0.00;    5.06;   0.910;       0;    2.43; 1023.25;    2.97
11.12.2007 22:17:00;    4.77;    3.61;    0.00;    5.03;   0.908;       0;    2.85; 1023.27;    3.42
11.12.2007 22:18:00;    4.80;    3.61;    0.00;    5.03;   0.907;       0;    2.80; 1023.27;    3.62
11.12.2007 22:19:00;    4.77;    3.61;    0.00;    5.03;   0.906;       0;    2.95; 1023.29;    3.52
11.12.2007 22:20:00;    4.77;    3.62;    0.00;    5.03;   0.905;       0;    2.21; 1023.31;    2.67
11.12.2007 22:21:00;    4.75;    3.61;    0.00;    5.03;   0.905;       0;    2.22; 1023.33;    2.96
11.12.2007 22:22:00;    4.75;    3.61;    0.00;    5.03;   0.904;       0;    2.79; 1023.34;    3.55
11.12.2007 22:23:00;    4.72;    3.59;    0.00;    5.02;   0.904;       0;    2.67; 1023.35;    3.87
11.12.2007 22:24:00;    4.71;    3.54;    0.00;    4.99;   0.903;       0;    3.60; 1023.36;    4.39
11.12.2007 22:25:00;    4.70;    3.50;    0.00;    4.96;   0.901;       0;    3.91; 1023.35;    5.68
11.12.2007 22:26:00;    4.71;    3.49;    0.00;    4.95;   0.900;       0;    3.30; 1023.37;    4.91
11.12.2007 22:27:00;    4.70;    3.45;    0.00;    4.93;   0.897;       0;    3.83; 1023.38;    4.71
11.12.2007 22:28:00;    4.70;    3.44;    0.00;    4.93;   0.896;       0;    3.36; 1023.39;    4.31
11.12.2007 22:29:00;    4.71;    3.41;    0.00;    4.92;   0.893;       0;    3.10; 1023.41;    3.69
11.12.2007 22:30:00;    4.67;    3.39;    0.00;    4.92;   0.891;       0;    2.96; 1023.42;    4.11
11.12.2007 22:31:00;    4.66;    3.34;    0.00;    4.90;   0.889;       0;    3.85; 1023.45;    5.59
11.12.2007 22:32:00;    4.66;    3.31;    0.00;    4.89;   0.886;       0;    4.17; 1023.48;    5.02
11.12.2007 22:33:00;    4.66;    3.28;    0.00;    4.88;   0.883;       0;    4.00; 1023.50;    5.35
11.12.2007 22:34:00;    4.63;    3.25;    0.00;    4.87;   0.880;       0;    3.16; 1023.51;    4.32
11.12.2007 22:35:00;    4.63;    3.21;    0.00;    4.85;   0.877;       0;    3.18; 1023.53;    4.55
11.12.2007 22:36:00;    4.62;    3.20;    0.00;    4.86;   0.875;       0;    3.68; 1023.54;    4.52
11.12.2007 22:37:00;    4.63;    3.17;    0.00;    4.85;   0.872;       0;    3.51; 1023.56;    4.53
11.12.2007 22:38:00;    4.63;    3.17;    0.00;    4.85;   0.870;       0;    3.11; 1023.56;    4.00
11.12.2007 22:39:00;    4.64;    3.18;    0.00;    4.86;   0.868;       0;    2.70; 1023.57;    3.56
