         Datum/Zeit;Psychro T;Psychro Tf;Pyranometer CM3;Temperatur; Feuchte;   Regen;Wind (m/s);   Druck;Windmax (m/s)
11.12.2007 22:40:00;    4.61;    3.16;    0.00;    4.86;   0.866;       0;    3.20; 1023.58;    4.12
11.12.2007 22:41:00;    4.64;    3.14;    0.00;    4.85;   0.864;       0;    3.18; 1023.60;    4.10
11.12.2007 22:42:00;    4.63;    3.17;    0.00;    4.88;   0.863;       0;    3.32; 1023.62;    4.41
11.12.2007 22:43:00;    4.63;    3.19;    0.00;    4.89;   0.863;       0;    2.30; 1023.63;    2.95
11.12.2007 22:44:00;    4.63;    3.20;    0.00;    4.89;   0.863;       0;    2.46; 1023.66;    3.78
11.12.2007 22:45:00;    4.58;    3.21;    0.00;    4.90;   0.864;       0;    2.01; 1023.67;    2.61
11.12.2007 22:46:00;    4.57;    3.20;    0.00;    4.89;   0.865;       0;    2.40; 1023.69;    3.41
11.12.2007 22:47:00;    4.57;    3.20;    0.00;    4.88;   0.866;       0;    2.94; 1023.71;    4.23
11.12.2007 22:48:00;    4.57;    3.20;    0.00;    4.87;   0.866;       0;    1.87; 1023.72;    2.37
11.12.2007 22:49:00;    4.55;    3.21;    0.00;    4.87;   0.867;       0;    2.30; 1023.73;    3.07
11.12.2007 22:50:00;    4.55;    3.22;    0.00;    4.87;   0.868;       0;    1.70; 1023.74;    2.08
11.12.2007 22:51:00;    4.51;    3.21;    0.00;    4.86;   0.869;       0;    2.32; 1023.75;    3.40
11.12.2007 22:52:00;    4.51;    3.21;    0.00;    4.84;   0.870;       0;    2.01; 1023.76;    2.87
11.12.2007 22:53:00;    4.50;    3.23;    0.00;    4.84;   0.872;       0;    2.32; 1023.76;    2.74
11.12.2007 22:54:00;    4.50;    3.22;    0.00;    4.83;   0.873;       0;    2.63; 1023.76;    2.98
11.12.2007 22:55:00;    4.52;    3.22;    0.00;    4.81;   0.874;       0;    2.47; 1023.76;    4.25
11.12.2007 22:56:00;    4.52;    3.22;    0.00;    4.81;   0.874;       0;    3.11; 1023.76;    4.88
11.12.2007 22:57:00;    4.51;    3.23;    0.00;    4.81;   0.875;       0;    2.69; 1023.78;    3.18
11.12.2007 22:58:00;    4.51;    3.24;    0.00;    4.81;   0.876;       0;    2.85; 1023.80;    4.07
11.12.2007 22:59:00;    4.49;    3.23;    0.00;    4.80;   0.876;       0;    3.28; 1023.82;    4.22
11.12.2007 23:00:00;    4.48;    3.21;    0.00;    4.78;   0.876;       0;    2.60; 1023.83;    3.55
11.12.2007 23:01:00;    4.47;    3.19;    0.00;    4.77;   0.877;       0;    3.23; 1023.85;    4.11
11.12.2007 23:02:00;    4.49;    3.21;    0.00;    4.77;   0.877;       0;    2.54; 1023.87;    3.02
11.12.2007 23:03:00;    4.48;    3.22;    0.00;    4.78;   0.877;       0;    2.39; 1023.89;    2.93
11.12.2007 23:04:00;    4.46;    3.22;    0.00;    4.78;   0.878;       0;    2.90; 1023.91;    4.00
11.12.2007 23:05:00;    4.46;    3.23;    0.00;    4.77;   0.879;       0;    2.03; 1023.92;    2.67
11.12.2007 23:06:00;    4.45;    3.25;    0.00;    4.78;   0.880;       0;    2.46; 1023.92;    3.45
11.12.2007 23:07:00;    4.44;    3.24;    0.00;    4.76;   0.881;       0;    2.53; 1023.93;    3.50
11.12.2007 23:08:00;    4.46;    3.25;    0.00;    4.76;   0.883;       0;    2.25; 1023.93;    3.04
11.12.2007 23:09:00;    4.44;    3.23;    0.00;    4.75;   0.883;       0;    2.83; 1023.94;    3.76
11.12.2007 23:10:00;    4.44;    3.23;    0.00;    4.74;   0.883;       0;    2.42; 1023.94;    2.80
11.12.2007 23:11:00;    4.43;    3.22;    0.00;    4.73;   0.884;       0;    2.68; 1023.93;    3.46
11.12.2007 23:12:00;    4.43;    3.21;    0.00;    4.72;   0.884;       0;    2.28; 1023.95;    3.27
11.12.2007 23:13:00;    4.42;    3.21;    0.00;    4.72;   0.884;       0;    2.72; 1023.96;    3.23
11.12.2007 23:14:00;    4.42;    3.20;    0.00;    4.71;   0.884;       0;    2.94; 1023.95;    3.62
11.12.2007 23:15:00;    4.42;    3.17;    0.00;    4.69;   0.884;       0;    2.99; 1023.95;    3.92
11.12.2007 23:16:00;    4.43;    3.17;    0.00;    4.69;   0.883;       0;    3.05; 1023.95;    3.59
11.12.2007 23:17:00;    4.43;    3.17;    0.00;    4.69;   0.882;       0;    3.64; 1023.95;    4.47
11.12.2007 23:18:00;    4.44;    3.17;    0.00;    4.69;   0.882;       0;    2.71; 1023.96;    3.58
11.12.2007 23:19:00;    4.45;    3.18;    0.00;    4.70;   0.881;       0;    2.68; 1023.96;    3.19
11.12.2007 23:20:00;    4.44;    3.18;    0.00;    4.70;   0.881;       0;    2.50; 1023.96;    3.31
11.12.2007 23:21:00;    4.41;    3.15;    0.00;    4.70;   0.881;       0;    2.92; 1023.96;    3.52
11.12.2007 23:22:00;    4.42;    3.15;    0.00;    4.69;   0.880;       0;    2.53; 1023.96;    2.99
11.12.2007 23:23:00;    4.43;    3.18;    0.00;    4.71;   0.880;       0;    2.16; 1023.96;    2.68
11.12.2007 23:24:00;    4.42;    3.17;    0.00;    4.70;   0.881;       0;    2.58; 1023.96;    3.50
11.12.2007 23:25:00;    4.41;    3.17;    0.00;    4.70;   0.881;       0;    2.68; 1023.98;    3.71
11.12.2007 23:26:00;    4.40;    3.14;    0.00;    4.69;   0.880;       0;    3.10; 1023.98;    4.01
11.12.2007 23:27:00;    4.41;    3.14;    0.00;    4.68;   0.880;       0;    2.23; 1023.98;    2.87
11.12.2007 23:28:00;    4.40;    3.12;    0.00;    4.68;   0.879;       0;    2.14; 1023.99;    2.60
11.12.2007 23:29:00;    4.42;    3.12;    0.00;    4.67;   0.879;       0;    3.10; 1023.99;    4.03
11.12.2007 23:30:00;    4.41;    3.11;    0.00;    4.67;   0.878;       0;    3.08; 1023.97;    3.86
11.12.2007 23:31:00;    4.41;    3.10;    0.00;    4.67;   0.877;       0;    2.49; 1023.97;    3.13
11.12.2007 23:32:00;    4.42;    3.09;    0.00;    4.66;   0.876;       0;    2.09; 1023.96;    3.13
11.12.2007 23:33:00;    4.41;    3.10;    0.00;    4.68;   0.875;       0;    1.92; 1023.96;    2.45
11.12.2007 23:34:00;    4.42;    3.10;    0.00;    4.69;   0.875;       0;    2.08; 1023.96;    2.85
11.12.2007 23:35:00;    4.41;    3.12;    0.00;    4.70;   0.875;       0;    1.74; 1023.95;    2.55
11.12.2007 23:36:00;    4.39;    3.13;    0.00;    4.71;   0.875;       0;    2.10; 1023.96;    2.38
11.12.2007 23:37:00;    4.38;    3.12;    0.00;    4.71;   0.875;       0;    2.19; 1023.96;    2.73
11.12.2007 23:38:00;    4.40;    3.12;    0.00;    4.70;   0.875;       0;    2.37; 1023.96;    2.99
11.12.2007 23:39:00;    4.39;    3.14;    0.00;    4.70;   0.876;       0;    1.92; 1023.96;    2.41
11.12.2007 23:40:00;    4.38;    3.11;    0.00;    4.68;   0.876;       0;    2.08; 1023.98;    2.89
11.12.2007 23:41:00;    4.39;    3.11;    0.00;    4.68;   0.876;       0;    1.79; 1023.99;    2.17
11.12.2007 23:42:00;    4.41;    3.13;    0.00;    4.68;   0.876;       0;    2.49; 1024.00;    3.30
11.12.2007 23:43:00;    4.39;    3.10;    0.00;    4.68;   0.876;       0;    2.29; 1024.00;    2.80
11.12.2007 23:44:00;    4.39;    3.09;    0.00;    4.67;   0.875;       0;    1.99; 1024.00;    3.29
11.12.2007 23:45:00;    4.40;    3.09;    0.00;    4.67;   0.875;       0;    2.80; 1024.00;    3.28
11.12.2007 23:46:00;    4.40;    3.10;    0.00;    4.68;   0.875;       0;    2.94; 1024.01;    3.96
11.12.2007 23:47:00;    4.39;    3.08;    0.00;    4.67;   0.874;       0;    2.82; 1024.01;    3.60
11.12.2007 23:48:00;    4.40;    3.05;    0.00;    4.65;   0.873;       0;    3.14; 1024.01;    3.90
